timestamp,vehicle_id,route_id,warehouse,cargo_weight_kg,max_capacity_kg,fuel_consumed_liters,idle_time_hours,distance_km,delivery_status,sla_met,shipment_id
2026-07-29 10:17:00,TRK-112,Rute-L,Petamburan Hub,699.8,1200,17.12,1.2,51.5,DELAYED,NO,SHP-20260729-01237
2026-07-30 13:28:00,TRK-115,Rute-Q,Grogol Hub (Jakbar),700.6,1200,17.56,1.4,52.2,LOADED,YES,SHP-20260730-01238
2026-07-31 15:39:00,TRK-118,Rute-D,Central Hub (Jakarta),701.5,1200,18.0,1.5,52.8,RETURNING,NO,SHP-20260731-01239
2026-07-01 08:50:00,TRK-121,Rute-I,Gudang West (Tangerang),702.4,1400,18.44,1.7,53.4,DELIVERED,YES,SHP-20260701-01240
2026-07-02 12:01:00,TRK-124,Rute-N,Cikarang Industrial Hub,703.3,1200,18.88,1.8,54.0,IN_TRANSIT,YES,SHP-20260702-01241
2026-07-03 15:12:00,TRK-127,Rute-A,Bogor Transit Hub,704.2,1200,19.32,2.0,54.6,DELAYED,NO,SHP-20260703-01242
2026-07-04 18:23:00,TRK-130,Rute-F,Depok Hub,705.0,1200,19.76,2.2,55.3,LOADED,YES,SHP-20260704-01243
2026-07-05 10:34:00,TRK-133,Rute-K,Bekasi Logistics Hub,705.9,1200,20.2,2.3,55.9,RETURNING,NO,SHP-20260705-01244
2026-07-06 13:45:00,TRK-136,Rute-P,Petamburan Hub,706.8,1400,20.64,2.5,56.5,DELIVERED,YES,SHP-20260706-01245
2026-07-07 16:56:00,TRK-139,Rute-C,Grogol Hub (Jakbar),707.7,1200,21.08,2.6,57.1,IN_TRANSIT,YES,SHP-20260707-01246
2026-07-08 10:07:00,TRK-142,Rute-H,Central Hub (Jakarta),708.6,1200,21.52,2.8,57.7,DELAYED,NO,SHP-20260708-01247
2026-07-09 13:18:00,TRK-145,Rute-M,Gudang West (Tangerang),709.4,1200,21.96,0.4,58.4,LOADED,YES,SHP-20260709-01248
2026-07-10 16:29:00,TRK-148,Rute-R,Cikarang Industrial Hub,710.3,1200,22.4,0.6,59.0,RETURNING,NO,SHP-20260710-01249
2026-07-11 08:40:00,TRK-151,Rute-E,Bogor Transit Hub,711.2,1400,22.84,0.7,59.6,DELIVERED,YES,SHP-20260711-01250
2026-07-12 11:51:00,TRK-154,Rute-J,Depok Hub,712.1,1200,23.28,0.9,60.2,IN_TRANSIT,YES,SHP-20260712-01251
2026-07-13 15:02:00,TRK-157,Rute-O,Bekasi Logistics Hub,713.0,1200,23.72,1.0,60.8,DELAYED,NO,SHP-20260713-01252
2026-07-14 18:13:00,TRK-160,Rute-B,Petamburan Hub,713.8,1200,24.16,1.2,61.5,LOADED,YES,SHP-20260714-01253
2026-07-15 11:24:00,TRK-163,Rute-G,Grogol Hub (Jakbar),714.7,1200,24.6,1.4,62.1,RETURNING,NO,SHP-20260715-01254
2026-07-16 13:35:00,TRK-166,Rute-L,Central Hub (Jakarta),715.6,1400,25.04,1.5,62.7,DELIVERED,YES,SHP-20260716-01255
2026-07-17 16:46:00,TRK-169,Rute-Q,Gudang West (Tangerang),716.5,1200,25.48,1.7,63.3,IN_TRANSIT,YES,SHP-20260717-01256
2026-07-18 09:57:00,TRK-172,Rute-D,Cikarang Industrial Hub,717.4,1200,25.92,1.8,63.9,DELAYED,NO,SHP-20260718-01257
2026-07-19 13:08:00,TRK-175,Rute-I,Bogor Transit Hub,718.2,1200,26.36,2.0,64.6,LOADED,YES,SHP-20260719-01258
2026-07-20 16:19:00,TRK-178,Rute-N,Depok Hub,719.1,1200,26.8,2.2,65.2,RETURNING,NO,SHP-20260720-01259
2026-07-21 08:30:00,TRK-001,Rute-A,Bekasi Logistics Hub,720.0,1400,11.4,2.3,65.8,DELIVERED,YES,SHP-20260721-01260
2026-07-22 11:41:00,TRK-004,Rute-F,Petamburan Hub,720.9,1200,11.84,2.5,66.4,IN_TRANSIT,YES,SHP-20260722-01261
2026-07-23 14:52:00,TRK-007,Rute-K,Grogol Hub (Jakbar),721.8,1200,12.28,2.6,67.0,DELAYED,NO,SHP-20260723-01262
2026-07-24 18:03:00,TRK-010,Rute-P,Central Hub (Jakarta),722.6,1200,12.72,2.8,67.7,LOADED,YES,SHP-20260724-01263
2026-07-25 11:14:00,TRK-013,Rute-C,Gudang West (Tangerang),723.5,1200,13.16,0.4,68.3,RETURNING,NO,SHP-20260725-01264
2026-07-26 14:25:00,TRK-016,Rute-H,Cikarang Industrial Hub,724.4,1400,13.6,0.6,68.9,DELIVERED,YES,SHP-20260726-01265
2026-07-27 16:36:00,TRK-019,Rute-M,Bogor Transit Hub,725.3,1200,14.04,0.7,69.5,IN_TRANSIT,YES,SHP-20260727-01266
2026-07-28 09:47:00,TRK-022,Rute-R,Depok Hub,726.2,1200,14.48,0.9,70.1,DELAYED,NO,SHP-20260728-01267
2026-07-29 12:58:00,TRK-025,Rute-E,Bekasi Logistics Hub,727.0,1200,14.92,1.0,70.8,LOADED,YES,SHP-20260729-01268
2026-07-30 16:09:00,TRK-028,Rute-J,Petamburan Hub,727.9,1200,15.36,1.2,71.4,RETURNING,NO,SHP-20260730-01269
2026-07-31 09:20:00,TRK-031,Rute-O,Grogol Hub (Jakbar),728.8,1400,15.8,1.4,72.0,DELIVERED,YES,SHP-20260731-01270
2026-07-01 11:31:00,TRK-034,Rute-B,Central Hub (Jakarta),729.7,1200,16.24,1.5,72.6,IN_TRANSIT,YES,SHP-20260701-01271
2026-07-02 14:42:00,TRK-037,Rute-G,Gudang West (Tangerang),730.6,1200,16.68,1.7,73.2,DELAYED,NO,SHP-20260702-01272
2026-07-03 17:53:00,TRK-040,Rute-L,Cikarang Industrial Hub,731.4,1200,17.12,1.8,73.9,LOADED,YES,SHP-20260703-01273
2026-07-04 11:04:00,TRK-043,Rute-Q,Bogor Transit Hub,732.3,1200,17.56,2.0,74.5,RETURNING,NO,SHP-20260704-01274
2026-07-05 14:15:00,TRK-046,Rute-D,Depok Hub,733.2,1400,18.0,2.2,75.1,DELIVERED,YES,SHP-20260705-01275
2026-07-06 17:26:00,TRK-049,Rute-I,Bekasi Logistics Hub,734.1,1200,18.44,2.3,75.7,IN_TRANSIT,YES,SHP-20260706-01276
2026-07-07 09:37:00,TRK-052,Rute-N,Petamburan Hub,735.0,1200,18.88,2.5,76.3,DELAYED,NO,SHP-20260707-01277
2026-07-08 12:48:00,TRK-055,Rute-A,Grogol Hub (Jakbar),735.8,1200,19.32,2.6,77.0,LOADED,YES,SHP-20260708-01278
2026-07-09 15:59:00,TRK-058,Rute-F,Central Hub (Jakarta),736.7,1200,19.76,2.8,77.6,RETURNING,NO,SHP-20260709-01279
2026-07-10 09:10:00,TRK-061,Rute-K,Gudang West (Tangerang),737.6,1400,20.2,0.4,78.2,DELIVERED,YES,SHP-20260710-01280
2026-07-11 12:21:00,TRK-064,Rute-P,Cikarang Industrial Hub,738.5,1200,20.64,0.6,78.8,IN_TRANSIT,YES,SHP-20260711-01281
2026-07-12 14:32:00,TRK-067,Rute-C,Bogor Transit Hub,739.4,1200,21.08,0.7,79.4,DELAYED,NO,SHP-20260712-01282
2026-07-13 17:43:00,TRK-070,Rute-H,Depok Hub,740.2,1200,21.52,0.9,80.1,LOADED,YES,SHP-20260713-01283
2026-07-14 10:54:00,TRK-073,Rute-M,Bekasi Logistics Hub,741.1,1200,21.96,1.0,80.7,RETURNING,NO,SHP-20260714-01284
2026-07-15 14:05:00,TRK-076,Rute-R,Petamburan Hub,742.0,1400,22.4,1.2,81.3,DELIVERED,YES,SHP-20260715-01285
2026-07-16 17:16:00,TRK-079,Rute-E,Grogol Hub (Jakbar),742.9,1200,22.84,1.4,81.9,IN_TRANSIT,YES,SHP-20260716-01286
2026-07-17 10:27:00,TRK-082,Rute-J,Central Hub (Jakarta),743.8,1200,23.28,1.5,82.5,DELAYED,NO,SHP-20260717-01287
2026-07-18 12:38:00,TRK-085,Rute-O,Gudang West (Tangerang),744.6,1200,23.72,1.7,83.2,LOADED,YES,SHP-20260718-01288
2026-07-19 15:49:00,TRK-088,Rute-B,Cikarang Industrial Hub,745.5,1200,24.16,1.8,83.8,RETURNING,NO,SHP-20260719-01289
2026-07-20 09:00:00,TRK-091,Rute-G,Bogor Transit Hub,746.4,1400,24.6,2.0,84.4,DELIVERED,YES,SHP-20260720-01290
2026-07-21 12:11:00,TRK-094,Rute-L,Depok Hub,747.3,1200,25.04,2.2,85.0,IN_TRANSIT,YES,SHP-20260721-01291
2026-07-22 15:22:00,TRK-097,Rute-Q,Bekasi Logistics Hub,748.2,1200,25.48,2.3,85.6,DELAYED,NO,SHP-20260722-01292
2026-07-23 17:33:00,TRK-100,Rute-D,Petamburan Hub,749.0,1200,25.92,2.5,86.3,LOADED,YES,SHP-20260723-01293
2026-07-24 10:44:00,TRK-103,Rute-I,Grogol Hub (Jakbar),749.9,1200,26.36,2.6,86.9,RETURNING,NO,SHP-20260724-01294
2026-07-25 13:55:00,TRK-106,Rute-N,Central Hub (Jakarta),750.8,1400,26.8,2.8,87.5,DELIVERED,YES,SHP-20260725-01295
2026-07-26 17:06:00,TRK-109,Rute-A,Gudang West (Tangerang),751.7,1200,11.4,0.4,88.1,IN_TRANSIT,YES,SHP-20260726-01296
2026-07-27 10:17:00,TRK-112,Rute-F,Cikarang Industrial Hub,752.6,1200,11.84,0.6,88.7,DELAYED,NO,SHP-20260727-01297
2026-07-28 13:28:00,TRK-115,Rute-K,Bogor Transit Hub,753.4,1200,12.28,0.7,89.4,LOADED,YES,SHP-20260728-01298
2026-07-29 15:39:00,TRK-118,Rute-P,Depok Hub,754.3,1200,12.72,0.9,90.0,RETURNING,NO,SHP-20260729-01299
2026-07-30 08:50:00,TRK-121,Rute-C,Bekasi Logistics Hub,755.2,1400,13.16,1.0,10.0,DELIVERED,YES,SHP-20260730-01300
2026-07-31 12:01:00,TRK-124,Rute-H,Petamburan Hub,756.1,1200,13.6,1.2,10.6,IN_TRANSIT,YES,SHP-20260731-01301
2026-07-01 15:12:00,TRK-127,Rute-M,Grogol Hub (Jakbar),757.0,1200,14.04,1.4,11.2,DELAYED,NO,SHP-20260701-01302
2026-07-02 18:23:00,TRK-130,Rute-R,Central Hub (Jakarta),757.8,1200,14.48,1.5,11.9,LOADED,YES,SHP-20260702-01303
2026-07-03 10:34:00,TRK-133,Rute-E,Gudang West (Tangerang),758.7,1200,14.92,1.7,12.5,RETURNING,NO,SHP-20260703-01304
2026-07-04 13:45:00,TRK-136,Rute-J,Cikarang Industrial Hub,759.6,1400,15.36,1.8,13.1,DELIVERED,YES,SHP-20260704-01305
2026-07-05 16:56:00,TRK-139,Rute-O,Bogor Transit Hub,760.5,1200,15.8,2.0,13.7,IN_TRANSIT,YES,SHP-20260705-01306
2026-07-06 10:07:00,TRK-142,Rute-B,Depok Hub,761.4,1200,16.24,2.2,14.3,DELAYED,NO,SHP-20260706-01307
2026-07-07 13:18:00,TRK-145,Rute-G,Bekasi Logistics Hub,762.2,1200,16.68,2.3,15.0,LOADED,YES,SHP-20260707-01308
2026-07-08 16:29:00,TRK-148,Rute-L,Petamburan Hub,763.1,1200,17.12,2.5,15.6,RETURNING,NO,SHP-20260708-01309
2026-07-09 08:40:00,TRK-151,Rute-Q,Grogol Hub (Jakbar),764.0,1400,17.56,2.6,16.2,DELIVERED,YES,SHP-20260709-01310
2026-07-10 11:51:00,TRK-154,Rute-D,Central Hub (Jakarta),764.9,1200,18.0,2.8,16.8,IN_TRANSIT,YES,SHP-20260710-01311
2026-07-11 15:02:00,TRK-157,Rute-I,Gudang West (Tangerang),765.8,1200,18.44,0.4,17.4,DELAYED,NO,SHP-20260711-01312
2026-07-12 18:13:00,TRK-160,Rute-N,Cikarang Industrial Hub,766.6,1200,18.88,0.6,18.1,LOADED,YES,SHP-20260712-01313
2026-07-13 11:24:00,TRK-163,Rute-A,Bogor Transit Hub,767.5,1200,19.32,0.7,18.7,RETURNING,NO,SHP-20260713-01314
2026-07-14 13:35:00,TRK-166,Rute-F,Depok Hub,768.4,1400,19.76,0.9,19.3,DELIVERED,YES,SHP-20260714-01315
2026-07-15 16:46:00,TRK-169,Rute-K,Bekasi Logistics Hub,769.3,1200,20.2,1.0,19.9,IN_TRANSIT,YES,SHP-20260715-01316
2026-07-16 09:57:00,TRK-172,Rute-P,Petamburan Hub,770.2,1200,20.64,1.2,20.5,DELAYED,NO,SHP-20260716-01317
2026-07-17 13:08:00,TRK-175,Rute-C,Grogol Hub (Jakbar),771.0,1200,21.08,1.4,21.2,LOADED,YES,SHP-20260717-01318
2026-07-18 16:19:00,TRK-178,Rute-H,Central Hub (Jakarta),771.9,1200,21.52,1.5,21.8,RETURNING,NO,SHP-20260718-01319
2026-07-19 08:30:00,TRK-001,Rute-M,Gudang West (Tangerang),772.8,1400,21.96,1.7,22.4,DELIVERED,YES,SHP-20260719-01320
2026-07-20 11:41:00,TRK-004,Rute-R,Cikarang Industrial Hub,773.7,1200,22.4,1.8,23.0,IN_TRANSIT,YES,SHP-20260720-01321
2026-07-21 14:52:00,TRK-007,Rute-E,Bogor Transit Hub,774.6,1200,22.84,2.0,23.6,DELAYED,NO,SHP-20260721-01322
2026-07-22 18:03:00,TRK-010,Rute-J,Depok Hub,775.4,1200,23.28,2.2,24.3,LOADED,YES,SHP-20260722-01323
2026-07-23 11:14:00,TRK-013,Rute-O,Bekasi Logistics Hub,776.3,1200,23.72,2.3,24.9,RETURNING,NO,SHP-20260723-01324
2026-07-24 14:25:00,TRK-016,Rute-B,Petamburan Hub,777.2,1400,24.16,2.5,25.5,DELIVERED,YES,SHP-20260724-01325
2026-07-25 16:36:00,TRK-019,Rute-G,Grogol Hub (Jakbar),778.1,1200,24.6,2.6,26.1,IN_TRANSIT,YES,SHP-20260725-01326
2026-07-26 09:47:00,TRK-022,Rute-L,Central Hub (Jakarta),779.0,1200,25.04,2.8,26.7,DELAYED,NO,SHP-20260726-01327
2026-07-27 12:58:00,TRK-025,Rute-Q,Gudang West (Tangerang),779.8,1200,25.48,0.4,27.4,LOADED,YES,SHP-20260727-01328
2026-07-28 16:09:00,TRK-028,Rute-D,Cikarang Industrial Hub,780.7,1200,25.92,0.6,28.0,RETURNING,NO,SHP-20260728-01329
2026-07-29 09:20:00,TRK-031,Rute-I,Bogor Transit Hub,781.6,1400,26.36,0.7,28.6,DELIVERED,YES,SHP-20260729-01330
2026-07-30 11:31:00,TRK-034,Rute-N,Depok Hub,782.5,1200,26.8,0.9,29.2,IN_TRANSIT,YES,SHP-20260730-01331
2026-07-31 14:42:00,TRK-037,Rute-A,Bekasi Logistics Hub,783.4,1200,11.4,1.0,29.8,DELAYED,NO,SHP-20260731-01332
2026-07-01 17:53:00,TRK-040,Rute-F,Petamburan Hub,784.2,1200,11.84,1.2,30.5,LOADED,YES,SHP-20260701-01333
2026-07-02 11:04:00,TRK-043,Rute-K,Grogol Hub (Jakbar),785.1,1200,12.28,1.4,31.1,RETURNING,NO,SHP-20260702-01334
2026-07-03 14:15:00,TRK-046,Rute-P,Central Hub (Jakarta),786.0,1400,12.72,1.5,31.7,DELIVERED,YES,SHP-20260703-01335
2026-07-04 17:26:00,TRK-049,Rute-C,Gudang West (Tangerang),786.9,1200,13.16,1.7,32.3,IN_TRANSIT,YES,SHP-20260704-01336
2026-07-05 09:37:00,TRK-052,Rute-H,Cikarang Industrial Hub,787.8,1200,13.6,1.8,32.9,DELAYED,NO,SHP-20260705-01337
2026-07-06 12:48:00,TRK-055,Rute-M,Bogor Transit Hub,788.6,1200,14.04,2.0,33.6,LOADED,YES,SHP-20260706-01338
2026-07-07 15:59:00,TRK-058,Rute-R,Depok Hub,789.5,1200,14.48,2.2,34.2,RETURNING,NO,SHP-20260707-01339
2026-07-08 09:10:00,TRK-061,Rute-E,Bekasi Logistics Hub,790.4,1400,14.92,2.3,34.8,DELIVERED,YES,SHP-20260708-01340
2026-07-09 12:21:00,TRK-064,Rute-J,Petamburan Hub,791.3,1200,15.36,2.5,35.4,IN_TRANSIT,YES,SHP-20260709-01341
2026-07-10 14:32:00,TRK-067,Rute-O,Grogol Hub (Jakbar),792.2,1200,15.8,2.6,36.0,DELAYED,NO,SHP-20260710-01342
2026-07-11 17:43:00,TRK-070,Rute-B,Central Hub (Jakarta),793.0,1200,16.24,2.8,36.7,LOADED,YES,SHP-20260711-01343
2026-07-12 10:54:00,TRK-073,Rute-G,Gudang West (Tangerang),793.9,1200,16.68,0.4,37.3,RETURNING,NO,SHP-20260712-01344
2026-07-13 14:05:00,TRK-076,Rute-L,Cikarang Industrial Hub,794.8,1400,17.12,0.6,37.9,DELIVERED,YES,SHP-20260713-01345
2026-07-14 17:16:00,TRK-079,Rute-Q,Bogor Transit Hub,795.7,1200,17.56,0.7,38.5,IN_TRANSIT,YES,SHP-20260714-01346
2026-07-15 10:27:00,TRK-082,Rute-D,Depok Hub,796.6,1200,18.0,0.9,39.1,DELAYED,NO,SHP-20260715-01347
2026-07-16 12:38:00,TRK-085,Rute-I,Bekasi Logistics Hub,797.4,1200,18.44,1.0,39.8,LOADED,YES,SHP-20260716-01348
2026-07-17 15:49:00,TRK-088,Rute-N,Petamburan Hub,798.3,1200,18.88,1.2,40.4,RETURNING,NO,SHP-20260717-01349
2026-07-18 09:00:00,TRK-091,Rute-A,Grogol Hub (Jakbar),799.2,1400,19.32,1.4,41.0,DELIVERED,YES,SHP-20260718-01350
2026-07-19 12:11:00,TRK-094,Rute-F,Central Hub (Jakarta),800.1,1200,19.76,1.5,41.6,IN_TRANSIT,YES,SHP-20260719-01351
2026-07-20 15:22:00,TRK-097,Rute-K,Gudang West (Tangerang),801.0,1200,20.2,1.7,42.2,DELAYED,NO,SHP-20260720-01352
2026-07-21 17:33:00,TRK-100,Rute-P,Cikarang Industrial Hub,801.8,1200,20.64,1.8,42.9,LOADED,YES,SHP-20260721-01353
2026-07-22 10:44:00,TRK-103,Rute-C,Bogor Transit Hub,802.7,1200,21.08,2.0,43.5,RETURNING,NO,SHP-20260722-01354
2026-07-23 13:55:00,TRK-106,Rute-H,Depok Hub,803.6,1400,21.52,2.2,44.1,DELIVERED,YES,SHP-20260723-01355
2026-07-24 17:06:00,TRK-109,Rute-M,Bekasi Logistics Hub,804.5,1200,21.96,2.3,44.7,IN_TRANSIT,YES,SHP-20260724-01356
2026-07-25 10:17:00,TRK-112,Rute-R,Petamburan Hub,805.4,1200,22.4,2.5,45.3,DELAYED,NO,SHP-20260725-01357
2026-07-26 13:28:00,TRK-115,Rute-E,Grogol Hub (Jakbar),806.2,1200,22.84,2.6,46.0,LOADED,YES,SHP-20260726-01358
2026-07-27 15:39:00,TRK-118,Rute-J,Central Hub (Jakarta),807.1,1200,23.28,2.8,46.6,RETURNING,NO,SHP-20260727-01359
2026-07-28 08:50:00,TRK-121,Rute-O,Gudang West (Tangerang),808.0,1400,23.72,0.4,47.2,DELIVERED,YES,SHP-20260728-01360
2026-07-29 12:01:00,TRK-124,Rute-B,Cikarang Industrial Hub,808.9,1200,24.16,0.6,47.8,IN_TRANSIT,YES,SHP-20260729-01361
2026-07-30 15:12:00,TRK-127,Rute-G,Bogor Transit Hub,809.8,1200,24.6,0.7,48.4,DELAYED,NO,SHP-20260730-01362
2026-07-31 18:23:00,TRK-130,Rute-L,Depok Hub,810.6,1200,25.04,0.9,49.1,LOADED,YES,SHP-20260731-01363
2026-07-01 10:34:00,TRK-133,Rute-Q,Bekasi Logistics Hub,811.5,1200,25.48,1.0,49.7,RETURNING,NO,SHP-20260701-01364
2026-07-02 13:45:00,TRK-136,Rute-D,Petamburan Hub,812.4,1400,25.92,1.2,50.3,DELIVERED,YES,SHP-20260702-01365
2026-07-03 16:56:00,TRK-139,Rute-I,Grogol Hub (Jakbar),813.3,1200,26.36,1.4,50.9,IN_TRANSIT,YES,SHP-20260703-01366
2026-07-04 10:07:00,TRK-142,Rute-N,Central Hub (Jakarta),814.2,1200,26.8,1.5,51.5,DELAYED,NO,SHP-20260704-01367
2026-07-05 13:18:00,TRK-145,Rute-A,Gudang West (Tangerang),815.0,1200,11.4,1.7,52.2,LOADED,YES,SHP-20260705-01368
2026-07-06 16:29:00,TRK-148,Rute-F,Cikarang Industrial Hub,815.9,1200,11.84,1.8,52.8,RETURNING,NO,SHP-20260706-01369
2026-07-07 08:40:00,TRK-151,Rute-K,Bogor Transit Hub,816.8,1400,12.28,2.0,53.4,DELIVERED,YES,SHP-20260707-01370
2026-07-08 11:51:00,TRK-154,Rute-P,Depok Hub,817.7,1200,12.72,2.2,54.0,IN_TRANSIT,YES,SHP-20260708-01371
2026-07-09 15:02:00,TRK-157,Rute-C,Bekasi Logistics Hub,818.6,1200,13.16,2.3,54.6,DELAYED,NO,SHP-20260709-01372
2026-07-10 18:13:00,TRK-160,Rute-H,Petamburan Hub,819.4,1200,13.6,2.5,55.3,LOADED,YES,SHP-20260710-01373
2026-07-11 11:24:00,TRK-163,Rute-M,Grogol Hub (Jakbar),820.3,1200,14.04,2.6,55.9,RETURNING,NO,SHP-20260711-01374
2026-07-12 13:35:00,TRK-166,Rute-R,Central Hub (Jakarta),821.2,1400,14.48,2.8,56.5,DELIVERED,YES,SHP-20260712-01375
2026-07-13 16:46:00,TRK-169,Rute-E,Gudang West (Tangerang),822.1,1200,14.92,0.4,57.1,IN_TRANSIT,YES,SHP-20260713-01376
2026-07-14 09:57:00,TRK-172,Rute-J,Cikarang Industrial Hub,823.0,1200,15.36,0.6,57.7,DELAYED,NO,SHP-20260714-01377
2026-07-15 13:08:00,TRK-175,Rute-O,Bogor Transit Hub,823.8,1200,15.8,0.7,58.4,LOADED,YES,SHP-20260715-01378
2026-07-16 16:19:00,TRK-178,Rute-B,Depok Hub,824.7,1200,16.24,0.9,59.0,RETURNING,NO,SHP-20260716-01379
2026-07-17 08:30:00,TRK-001,Rute-G,Bekasi Logistics Hub,825.6,1400,16.68,1.0,59.6,DELIVERED,YES,SHP-20260717-01380
2026-07-18 11:41:00,TRK-004,Rute-L,Petamburan Hub,826.5,1200,17.12,1.2,60.2,IN_TRANSIT,YES,SHP-20260718-01381
2026-07-19 14:52:00,TRK-007,Rute-Q,Grogol Hub (Jakbar),827.4,1200,17.56,1.4,60.8,DELAYED,NO,SHP-20260719-01382
2026-07-20 18:03:00,TRK-010,Rute-D,Central Hub (Jakarta),828.2,1200,18.0,1.5,61.5,LOADED,YES,SHP-20260720-01383
2026-07-21 11:14:00,TRK-013,Rute-I,Gudang West (Tangerang),829.1,1200,18.44,1.7,62.1,RETURNING,NO,SHP-20260721-01384
2026-07-22 14:25:00,TRK-016,Rute-N,Cikarang Industrial Hub,830.0,1400,18.88,1.8,62.7,DELIVERED,YES,SHP-20260722-01385
2026-07-23 16:36:00,TRK-019,Rute-A,Bogor Transit Hub,830.9,1200,19.32,2.0,63.3,IN_TRANSIT,YES,SHP-20260723-01386
2026-07-24 09:47:00,TRK-022,Rute-F,Depok Hub,831.8,1200,19.76,2.2,63.9,DELAYED,NO,SHP-20260724-01387
2026-07-25 12:58:00,TRK-025,Rute-K,Bekasi Logistics Hub,832.6,1200,20.2,2.3,64.6,LOADED,YES,SHP-20260725-01388
2026-07-26 16:09:00,TRK-028,Rute-P,Petamburan Hub,833.5,1200,20.64,2.5,65.2,RETURNING,NO,SHP-20260726-01389
2026-07-27 09:20:00,TRK-031,Rute-C,Grogol Hub (Jakbar),834.4,1400,21.08,2.6,65.8,DELIVERED,YES,SHP-20260727-01390
2026-07-28 11:31:00,TRK-034,Rute-H,Central Hub (Jakarta),835.3,1200,21.52,2.8,66.4,IN_TRANSIT,YES,SHP-20260728-01391
2026-07-29 14:42:00,TRK-037,Rute-M,Gudang West (Tangerang),836.2,1200,21.96,0.4,67.0,DELAYED,NO,SHP-20260729-01392
2026-07-30 17:53:00,TRK-040,Rute-R,Cikarang Industrial Hub,837.0,1200,22.4,0.6,67.7,LOADED,YES,SHP-20260730-01393
2026-07-31 11:04:00,TRK-043,Rute-E,Bogor Transit Hub,837.9,1200,22.84,0.7,68.3,RETURNING,NO,SHP-20260731-01394
2026-07-01 14:15:00,TRK-046,Rute-J,Depok Hub,838.8,1400,23.28,0.9,68.9,DELIVERED,YES,SHP-20260701-01395
2026-07-02 17:26:00,TRK-049,Rute-O,Bekasi Logistics Hub,839.7,1200,23.72,1.0,69.5,IN_TRANSIT,YES,SHP-20260702-01396
2026-07-03 09:37:00,TRK-052,Rute-B,Petamburan Hub,840.6,1200,24.16,1.2,70.1,DELAYED,NO,SHP-20260703-01397
2026-07-04 12:48:00,TRK-055,Rute-G,Grogol Hub (Jakbar),841.4,1200,24.6,1.4,70.8,LOADED,YES,SHP-20260704-01398
2026-07-05 15:59:00,TRK-058,Rute-L,Central Hub (Jakarta),842.3,1200,25.04,1.5,71.4,RETURNING,NO,SHP-20260705-01399
2026-07-06 09:10:00,TRK-061,Rute-Q,Gudang West (Tangerang),843.2,1400,25.48,1.7,72.0,DELIVERED,YES,SHP-20260706-01400
2026-07-07 12:21:00,TRK-064,Rute-D,Cikarang Industrial Hub,844.1,1200,25.92,1.8,72.6,IN_TRANSIT,YES,SHP-20260707-01401
2026-07-08 14:32:00,TRK-067,Rute-I,Bogor Transit Hub,845.0,1200,26.36,2.0,73.2,DELAYED,NO,SHP-20260708-01402
2026-07-09 17:43:00,TRK-070,Rute-N,Depok Hub,845.8,1200,26.8,2.2,73.9,LOADED,YES,SHP-20260709-01403
2026-07-10 10:54:00,TRK-073,Rute-A,Bekasi Logistics Hub,846.7,1200,11.4,2.3,74.5,RETURNING,NO,SHP-20260710-01404
2026-07-11 14:05:00,TRK-076,Rute-F,Petamburan Hub,847.6,1400,11.84,2.5,75.1,DELIVERED,YES,SHP-20260711-01405
2026-07-12 17:16:00,TRK-079,Rute-K,Grogol Hub (Jakbar),848.5,1200,12.28,2.6,75.7,IN_TRANSIT,YES,SHP-20260712-01406
2026-07-13 10:27:00,TRK-082,Rute-P,Central Hub (Jakarta),849.4,1200,12.72,2.8,76.3,DELAYED,NO,SHP-20260713-01407
2026-07-14 12:38:00,TRK-085,Rute-C,Gudang West (Tangerang),850.2,1200,13.16,0.4,77.0,LOADED,YES,SHP-20260714-01408
2026-07-15 15:49:00,TRK-088,Rute-H,Cikarang Industrial Hub,851.1,1200,13.6,0.6,77.6,RETURNING,NO,SHP-20260715-01409
2026-07-16 09:00:00,TRK-091,Rute-M,Bogor Transit Hub,852.0,1400,14.04,0.7,78.2,DELIVERED,YES,SHP-20260716-01410
2026-07-17 12:11:00,TRK-094,Rute-R,Depok Hub,852.9,1200,14.48,0.9,78.8,IN_TRANSIT,YES,SHP-20260717-01411
2026-07-18 15:22:00,TRK-097,Rute-E,Bekasi Logistics Hub,853.8,1200,14.92,1.0,79.4,DELAYED,NO,SHP-20260718-01412
2026-07-19 17:33:00,TRK-100,Rute-J,Petamburan Hub,854.6,1200,15.36,1.2,80.1,LOADED,YES,SHP-20260719-01413
2026-07-20 10:44:00,TRK-103,Rute-O,Grogol Hub (Jakbar),855.5,1200,15.8,1.4,80.7,RETURNING,NO,SHP-20260720-01414
2026-07-21 13:55:00,TRK-106,Rute-B,Central Hub (Jakarta),856.4,1400,16.24,1.5,81.3,DELIVERED,YES,SHP-20260721-01415
2026-07-22 17:06:00,TRK-109,Rute-G,Gudang West (Tangerang),857.3,1200,16.68,1.7,81.9,IN_TRANSIT,YES,SHP-20260722-01416
2026-07-23 10:17:00,TRK-112,Rute-L,Cikarang Industrial Hub,858.2,1200,17.12,1.8,82.5,DELAYED,NO,SHP-20260723-01417
2026-07-24 13:28:00,TRK-115,Rute-Q,Bogor Transit Hub,859.0,1200,17.56,2.0,83.2,LOADED,YES,SHP-20260724-01418
